,,,"PostMile","Post",,"Back",,,"Ahead",,,
4,101," SM"," ",5.39,"REDWOOD CITY, JCT. RTE.   84, WOODSIDE ROAD/SEAPORT BOULEVARD                                                 ",13500,206000,203000,13300,204000,201000,
4,101," SM"," ",6.62,"REDWOOD CITY, WHIPPLE AVENUE                                                                                  ",13300,204000,201000,14400,222000,219000,
4,101," SM"," ",8.4,"HOLLY STREET                                                                                                  ",14400,222000,219000,14400,222000,219000,
4,101," SM"," ",9.55,"BELMONT, RALSTON AVENUE                                                                                       ",14400,222000,219000,15200,236000,233000,
4,101," SM"," ",11.15,"SAN MATEO, EAST HILLSDALE BOULEVARD                                                                           ",15200,236000,233000,15400,240000,236000,
4,101," SM"," ",11.9,"SAN MATEO, JCT. RTE. 92/19TH AVENUE                                                                           ",15400,240000,236000,16700,262000,258000,
4,101," SM"," ",12.69,"SAN MATEO, KEHOE AVENUE                                                                                       ",16700,262000,258000,16600,262000,258000,
4,101," SM"," ",13.46,"SAN MATEO, 3RD AVENUE                                                                                         ",16600,262000,258000,16300,257000,253000,
4,101," SM"," ",14.33,"SAN MATEO, POPLAR/DORE AVENUES                                                                                ",16300,257000,253000,16000,251000,247000,
4,101," SM"," ",14.69,"SAN MATEO, PENINSULA AVENUE                                                                                   ",16000,251000,247000,15800,247000,242000,
4,101," SM"," ",16.58,"BURLINGAME, BROADWAY                                                                                          ",15800,247000,242000,15500,240000,235000,
4,101," SM"," ",17.95,"MILLBRAE, MILLBRAE AVENUE                                                                                     ",15500,240000,235000,16500,253000,248000,
4,101," SM"," ",19.12,"SAN FRANCISCO AIRPORT                                                                                         ",16500,253000,248000,16600,253000,248000,
4,101," SM","R",20.39,"SAN BRUNO AVENUE                                                                                              ","      ","       ","       ","      ","       ","       ",
4,101," SM","R",20.72,"SOUTH SAN FRANCISCO,   JCT. RTE. 380 WEST                                                                     ",16600,253000,248000,16000,242000,237000,
4,101," SM"," ",21.69,"PRODUCE/AIRPORT BOULEVARDS                                                                                    ",16000,242000,237000,14900,223000,219000,
4,101," SM"," ",22.14,"SOUTH SAN FRANCISCO, GRAND AVENUE                                                                             ",14900,223000,219000,15500,230000,226000,
4,101," SM"," ",22.71,"SOUTH SAN FRANCISCO,   OYSTER POINT BOULEVARD                                                                 ",15500,230000,226000,14600,216000,212000,
4,101," SM"," ",23.39,"SOUTH SAN FRANCISCO, OLD   BAYSHORE CONNECTION (SIERRA POINT)                                                 ",14600,216000,212000,13600,205000,201000,
4,101," SM"," ",25.7,"BRISBANE, CANDLESTICK PARK                                                                                    ",13600,205000,201000,13300,202000,199000,
4,101," SM"," ",26.11,"SAN MATEO COUNTY (BRISBANE   NORTH CITY LIMITS)                                                               ","      ","       ","       ","      ","       ","       ",
4,101," SF"," ",0,"SAN FRANCISCO COUNTY (SAN FRANCISCO SOUTH CITY LIMITS)   SAN FRANCISCO, THIRD STREET",13300,202000,199000,14100,220000,216000,
4,101," SF"," ",1.11,"SAN FRANCISCO, PAUL AVENUE                                                                                    ",14100,220000,216000,14400,228000,224000,
4,101," SF"," ",1.77,"SAN FRANCISCO,   SILVER AVENUE                                                                                ","      ","       ","       ","      ","       ","       ",
4,101," SF"," ",1.98,"SAN FRANCISCO, JCT. RTE.   280, ALEMANY BOULEVARD                                                             ",14400,228000,224000,15900,255000,251000,
4,101," SF"," ",2.92,"SAN FRANCISCO, ARMY STREET                                                                                    ",15900,255000,251000,15400,251000,247000,
4,101," SF"," ",4.1,"SAN FRANCISCO, VERMONT STREET                                                                                 ",15400,251000,247000,15100,245000,241000,
4,101," SF","R",4.24,"SAN FRANCISCO, JCT. RTE. 80                                                                                   ",15100,245000,241000,5300,85000,84000,
4,101," SF","R",5.07,"SAN FRANCISCO, MISSION   STREET/SOUTH VAN NESS AVENUE                                                         ",5300,85000,84000,"      ","       ","       ",
4,101," SF","R",5.07,"LOWER DECK . . NORTHBOUND . . . ONE WAY TRAVEL                                                                ","      ","       ","       ","      ","       ","       ",
4,101," SF","R",5.07,"SAN FRANCISCO, MISSION STREET                                                                                 ","      ","       ","       ",2450,38500,37000,
4,101," SF","R",5.47,"MILEPOST EQUATION    =4.54                                                                                    ",,,,,,,
4,101," SF"," ",5.26,"BEGIN TWO WAY TRAVEL                                                                                          ","      ","       ","       ","      ","       ","       ",
4,101," SF"," ",5.26,"SAN FRANCISCO, ON VAN NESS   AVENUE AT GOLDEN GATE AVENUE                                                     ","      ","       ","       ",3250,51000,49000,
4,101," SF"," ",5.35,"SAN FRANCISCO, ON VAN   NESS AVENUE AT TURK STREET                                                            ",3250,51000,49000,3250,51000,49000,
4,101," SF"," ",5.94,"SAN FRANCISCO, CALIFORNIA STREET                                                                              ",3250,51000,49000,3250,51000,49000,
4,101," SF"," ",6.71,"SAN FRANCISCO, LOMBARD STREET                                                                                 ",3300,51000,49000,3050,46000,44000,
4,101," SF"," ",7.8,"SAN FRANCISCO, BRODERICK STREET                                                                               ",3450,50000,48000,4300,60000,57000,
4,101," SF"," ",8.44,"SAN FRANCISCO, MARINA BOULEVARD                                                                               ",5200,70000,67000,5000,68000,65000,
4,101," SF"," ",9.42,"SAN FRANCISCO, JCT. RTE. 1                                                                                    ",5000,68000,65000,7900,107000,102000,
4,101," SF"," ",9.86,"SAN FRANCISCO, GOLDEN   GATE BRIDGE TOLL PLAZA                                                                ",7900,107000,102000,8300,114000,108000,
4,101," SF"," ",11.82,"SAN FRANCISCO COUNTY                                                                                          ","      ","       ","       ","      ","       ","       ",
4,101,"MRN","L",0.5,"MILEPOST EQUATION   =0.00                                                                                     ",,,,,,,
4,101,"MRN","L",0,"MARIN COUNTY                                                                                                  ","      ","       ","       ","      ","       ","       ",
4,101,"MRN"," ",0,"NORTH END GOLDEN GATE   BRIDGE; BEGIN FREEWAY                                                                 ",8300,114000,108000,8200,114000,108000,
4,101,"MRN"," ",0.32,"SAUSALITO ROAD                                                                                                ",8200,114000,108000,7600,107000,101000,
4,101,"MRN"," ",1.68,"SAUSALITO, SPENCER   AVENUE/MONTE MAR DRIVE                                                                   ",7600,107000,101000,7700,108000,102000,
4,101,"MRN"," ",2.48,"SAUSALITO, RODEO AVENUE                                                                                       ",7700,108000,102000,7700,108000,102000,
4,101,"MRN"," ",3.33,"WALDO-MARIN CITY,   BRIDGEWAY BOULEVARD                                                                       ",7700,108000,102000,9800,136000,129000,
4,101,"MRN"," ",4.03,"RICHARDSON BAY BRIDGE                                                                                         ","      ","       ","       ","      ","       ","       ",
4,101,"MRN"," ",4.13,"JCT. RTE. 1 WEST                                                                                              ",9800,136000,129000,9600,133000,126000,
4,101,"MRN"," ",4.75,"STRAWBERRY POINT/FRONTAGE ROAD                                                                                ",9600,133000,126000,9500,131000,124000,
4,101,"MRN"," ",5.69,"JCT. RTE. 131 EAST                                                                                            ",9500,131000,124000,12200,167000,159000,
4,101,"MRN"," ",7.37,"CORTE MADERA, TAMALPAIS DRIVE                                                                                 ",12200,167000,159000,12500,170000,162000,
4,101,"MRN"," ",7.66,"CORTE MADERA, MADERA BOULEVARD                                                                                ",12500,170000,162000,12700,173000,165000,
4,101,"MRN"," ",8.25,"LARKSPUR, LUCKY DRIVE                                                                                         ",12700,173000,165000,13000,176000,168000,
4,101,"MRN"," ",8.6,"LARKSPUR, SIR FRANCIS DRAKE BOULEVARD                                                                         ",13000,176000,168000,10600,143000,136000,
4,101,"MRN"," ",9.96,"JCT. RTE. 580, SAN QUENTIN WYE                                                                                ",10600,143000,136000,13200,178000,170000,
4,101,"MRN"," ",10.6,"SAN RAFAEL, IRWIN STREET                                                                                      ",13200,178000,170000,9700,130000,124000,
4,101,"MRN"," ",11.25,"SAN RAFAEL, MISSION AVENUE                                                                                    ",9700,130000,124000,13600,182000,174000,
4,101,"MRN"," ",12.19,"SAN RAFAEL, LINCOLN/VILLA AVENUES                                                                             ",13600,182000,174000,14300,190000,182000,
4,101,"MRN"," ",12.69,"SAN RAFAEL, SAN PEDRO ROAD                                                                                    ",14300,190000,182000,13300,176000,169000,
4,101,"MRN"," ",13.71,"SAN RAFAEL, MANUEL FREITAS PARKWAY                                                                            ",13300,176000,169000,12800,169000,162000,
4,101,"MRN"," ",14.71,"SAN RAFAEL, LUCAS VALLEY ROAD                                                                                 ",12800,169000,162000,12200,160000,154000,
4,101,"MRN"," ",15.57,"MILLER CREEK ROAD                                                                                             ",12200,160000,154000,12300,161000,155000,
4,101,"MRN"," ",16.64,"HAMILTON FIELD ROAD                                                                                           ",12300,161000,155000,11600,152000,146000,
4,101,"MRN"," ",18.01,"IGNACIO BOULEVARD                                                                                             ",11600,152000,146000,12100,158000,152000,
4,101,"MRN"," ",19.09,"NOVATO, JCT. RTE. 37   EAST, SOUTH NOVATO BOULEVARD                                                           ",12100,158000,152000,10700,139000,134000,
4,101,"MRN","R",20.19,"NOVATO, ROWLAND AVENUE                                                                                        ",10700,139000,134000,9200,119000,115000,
4,101,"MRN","R",21.11,"NOVATO, DE LONG AVENUE                                                                                        ",9200,119000,115000,7700,101000,97000,
4,101,"MRN","R",22,"ATHERTON AVENUE                                                                                               ",7700,101000,97000,7200,93000,90000,
4,101,"MRN","R",23.27,"END FREEWAY                   =23.47                                                                          ",,,,,,,
4,101,"MRN"," ",26.9,"SAN ANTONIO ROAD                                                                                              ",7200,93000,90000,7200,93000,90000,
4,101,"MRN"," ",27.63,"MARIN COUNTY                                                                                                  ","      ","       ","       ","      ","       ","       ",
4,101,"SON"," ",0,"SONOMA COUNTY KASTANIA ROAD                                                                                   ",7200,93000,90000,7200,93000,90000,
4,101,"SON"," ",2.59,"BEGIN FREEWAY                                                                                                 ",,,,,,,
4,101,"SON"," ",2.93,"SOUTH PETALUMA BOULEVARD                                                                                      ",7200,93000,90000,6800,88000,85000,
4,101,"SON"," ",3.66,"PETALUMA, SOUTH JCT. RTE.   116 EAST, PETALUMA/SONOMA HIGHWAY                                                 ",6800,88000,85000,7600,98000,95000,
4,101,"SON"," ",4.76,"PETALUMA, EAST WASHINGTON STREET                                                                              ",7600,98000,95000,7600,97000,94000,
4,101,"SON"," ",7.65,"PETALUMA, OLD REDWOOD HIGHWAY NORTH (TO PENNGROVE)                                                        ",7600,97000,94000,8300,107000,103000,
4,101,"SON"," ",8.8,"PEPPER ROAD                                                                                                   ",8300,107000,103000,8100,104000,100000,
4,101,"SON"," ",10.67,"RAILROAD AVENUE                                                                                               ",8100,104000,100000,8000,102000,99000,
4,101,"SON"," ",12,"COTATI, SIERRA AVENUE                                                                                         ",8000,102000,99000,7600,97000,94000,
4,101,"SON"," ",12.68,"COTATI, NORTH JCT. RTE.   116, GRAVENSTEIN HIGHWAY                                                            ",7600,97000,94000,8000,102000,99000,
4,101,"SON"," ",13.88,"ROHNERT PARK, ROHNERT PARK EXPRESSWAY                                                                         ",8000,102000,99000,8400,108000,104000,
4,101,"SON"," ",15.02,"ROHNERT PARK, WILFRED AVENUE                                                                                  ",8400,108000,104000,10000,127000,123000,
4,101,"SON"," ",15.53,"SANTA ROSA AVENUE                                                                                             ",10000,127000,123000,8200,104000,101000,
4,101,"SON"," ",16.54,"TODD ROAD                                                                                                     ",8200,104000,101000,8200,104000,101000,
4,101,"SON"," ",18.49,"SANTA ROSA, HEARN AVENUE                                                                                      ",8200,104000,101000,8700,111000,107000,
4,101,"SON"," ",19,"SANTA ROSA, BAKER AVENUE                                                                                      ",8700,111000,107000,9500,121000,117000,
4,101,"SON"," ",19.65,"SANTA ROSA, JCT. RTE. 12,   THIRD STREET                                                                      ",9500,121000,117000,8400,107000,103000,
4,101,"SON"," ",20.1,"SANTA ROSA, FOURTH STREET                                                                                     ",8400,107000,103000,9600,121000,117000,
4,101,"SON"," ",20.74,"SANTA ROSA, COLLEGE AVENUE                                                                                    ",9600,121000,117000,9100,115000,111000,
4,101,"SON"," ",21.74,"SANTA ROSA, STEELE LANE                                                                                       ",9100,115000,111000,8400,105000,102000,
4,101,"SON"," ",22.52,"SANTA ROSA, BICENTENNIAL WAY                                                                                  ",8400,105000,102000,6700,85000,82000,
4,101,"SON"," ",22.81,"SANTA ROSA, MENDOCINO AVENUE                                                                                  ",6700,85000,82000,6900,87000,84000,
4,101,"SON"," ",23.3,"SANTA ROSA, HOPPER AVENUE                                                                                     ",6900,87000,84000,7500,94000,91000,
4,101,"SON"," ",24.86,"EAST FULTON/RIVER ROADS                                                                                       ",7500,94000,91000,6300,78000,76000,
4,101,"SON"," ",25.9,"FULTON ROAD                                                                                                   ",6300,78000,76000,6600,83000,80000,
4,101,"SON"," ",26.33,"AIRPORT BOULEVARD                                                                                             ",6600,83000,80000,6200,77000,75000,
4,101,"SON"," ",27.62,"SHILOH ROAD                                                                                                   ",6200,77000,75000,5000,63000,61000,
4,101,"SON"," ",29.35,"WINDSOR RIVER ROAD                                                                                            ",5000,63000,61000,3700,46500,45000,
4,101,"SON"," ",33.48,"GRANT AVENUE                                                                                                  ",3700,46500,45000,3350,42500,40500,
4,101,"SON"," ",34.55,"SOUTH HEALDSBURG                                                                                              ",3350,42500,40500,2500,31500,30000,
4,101,"SON"," ",34.88,"HEALDSBURG, WESTSIDE ROAD                                                                                     ",2500,31500,30000,2850,36500,34500,
4,101,"SON"," ",36.27,"HEALDSBURG, DRY CREEK ROAD                                                                                    ",2850,36500,34500,2250,28500,27000,
4,101,"SON"," ",38.27,"MILEPOST EQUATION  =R38.18                                                                                    ",,,,,,,
4,101,"SON","R",38.56,"LYTTON SPRINGS ROAD                                                                                           ",2250,28500,27000,2150,28000,26000,
4,101,"SON","R",40.03,"INDEPENDENCE LANE                                                                                             ",2150,28000,26000,2100,27500,25500,
4,101,"SON","R",41.43,"SOUTH GEYSERVILLE                                                                                             ",2100,27500,25500,1800,23600,21800,
4,101,"SON","R",43.37,"JCT. RTE. 128 EAST, CANYON ROAD                                                                               ",1800,23600,21800,1800,23700,21700,
4,101,"SON","R",47.85,"ASTI                                                                                                          ",1800,23700,21700,1800,23700,21600,
4,101,"SON","R",49.05,"DUTCHER CREEK ROAD                                                                                            ",1800,23700,21600,1800,23800,21600,
4,101,"SON","R",50.43,"SOUTH CLOVERDALE                                                                                              ",1800,23800,21600,1500,20000,18000,
4,101,"SON","R",51.62,"CENTRAL CLOVERDALE/CITRUS   FAIR DRIVE                                                                        ",1500,20000,18000,1200,16200,14600,
4,101,"SON","R",54.2,"JCT. RTE. 128 WEST                                                                                            ",1200,16200,14600,1200,15900,14300,
4,101,"SON","R",56.22,"SONOMA-MENDOCINO COUNTY LINE                                                                                  ",1200,15900,14300,"      ","       ","       ",
1,101,"MEN","R",0.1,"SONOMA-MENDOCINO COUNTY LINE                                                                                  ","      ","       ","       ",1200,15900,14300,
1,101,"MEN"," ",9.17,"EAST SIDE ROAD (OLD HOPLAND)                                                                                  ",1200,15900,14300,1150,15800,14200,
1,101,"MEN"," ",10.81,"MOUNTAIN HOUSE ROAD                                                                                           ",1150,15800,14200,1150,15800,14200,
1,101,"MEN"," ",10.89,"HOPLAND, JCT. RTE. 175 EAST                                                                                   ",1150,15800,14200,1250,16200,14500,
1,101,"MEN"," ",17.58,"BEGIN FREEWAY                                                                                                 ",,,,,,,
1,101,"MEN"," ",19.68,"EL ROBLE                                                                                                      ",1250,16200,14500,1500,15900,14200,
1,101,"MEN"," ",20.71,"ROBINSON                                                                                                      ",1500,15900,14200,1550,16300,14700,
1,101,"MEN","R",21.59,"JCT. RTE. 253 WEST                                                                                            ",1550,16300,14700,1650,20000,16600,
1,101,"MEN","R",23.45,"UKIAH, JCT. RTE. 222 EAST                                                                                     ",1650,20000,16600,2050,25500,19700,
1,101,"MEN","R",24.06,"UKIAH, GOBBI STREET                                                                                           ",2050,25500,19700,2200,27500,21500,
1,101,"MEN","R",24.53,"UKIAH, EAST PERKINS STREET                                                                                    ",2200,27500,21500,2700,33500,26000,
1,101,"MEN","R",26.16,"NORTH STATE STREET                                                                                            ",2700,33500,26000,2750,34000,26500,
1,101,"MEN","R",26.42,"MILEPOST EQUATION   =26.24                                                                                    ",,,,,,,
1,101,"MEN"," ",27.41,"LAKE MENDOCINO DRIVE                                                                                          ",2750,34000,26500,2600,32000,25500,
1,101,"MEN"," ",30.43,"MOORE AVENUE                                                                                                  ",2600,32000,25500,2450,29500,24100,
1,101,"MEN"," ",30.83,"JCT. RTE. 20 EAST                                                                                             ",2450,29500,24100,1950,22900,19800,
1,101,"MEN","R",31.07,"END FREEWAY                                                                                                   ",,,,,,,
1,101,"MEN","R",32.63,"WEST ROAD                                                                                                     ",1950,22900,19800,1450,17400,15000,
1,101,"MEN","R",42.96,"BEGIN FREEWAY                                                                                                 ",,,,,,,
1,101,"MEN","T",43.5,"END FREEWAY                                                                                                   ",,,,,,,
1,101,"MEN","T",44.22,"MILEPOST EQUATION  =44.13                                                         ",,,,,,,
1,101,"MEN"," ",45.17,"WILLITS SOUTH CITY LIMITS,   MUIR MILL ROAD                                                                   ",1550,19800,17100,1550,19800,17100,
1,101,"MEN"," ",46.36,"WILLITS, JCT. RTE. 20 WEST                                                                                    ",1850,22900,19700,2150,26000,22300,
1,101,"MEN"," ",47.42,"WILLITS NORTH CITY LIMITS                                                                                     ",1100,9200,7100,1050,8800,6700,
1,101,"MEN"," ",58.9,"SOUTHBOUND ACCESS TO MOSS COVE SAFETY ROADSIDE REST AREA                                         ","      ","       ","       ","      ","       ","       ",
1,101,"MEN"," ",59.31,"JCT. RTE. 162 EAST                                                                                            ",870,8700,6600,810,7600,5800,
1,101,"MEN"," ",61.82,"NORTHBOUND ACCESS TO IRVINE LODGE SAFETY ROADSIDE REST AREA                                         ","      ","       ","       ","      ","       ","       ",
1,101,"MEN"," ",68.78,"LAYTONVILLE, SOUTH                                                                                            ",820,7700,5900,820,7700,5900,
1,101,"MEN"," ",69.49,"LAYTONVILLE, BRANSCOMB ROAD                                                                                   ",820,7700,5900,870,7600,5800,
1,101,"MEN"," ",82.5,"EMPIRE CAMP SAFETY   ROADSIDE REST AREA                                                                       ","      ","       ","       ","      ","       ","       ",
1,101,"MEN","R",83.88,"BEGIN FREEWAY                                                                                                 ",,,,,,,
1,101,"MEN","R",84.69,"JCT. RTE. 271, CUMMINGS ROAD                                                                                  ",870,7600,5800,870,7600,5800,
1,101,"MEN","R",89.57,"SCANDIA ROAD                                                                                                  ",870,7600,5800,850,7500,5700,
1,101,"MEN","T",90.94,"END FREEWAY                                                                                                   ",,,,,,,
1,101,"MEN","T",91.25,"LEGGETT, JCT. RTE. 1                                                                                          ",920,7700,5800,960,7700,5800,
1,101,"MEN","T",91.36,"MILEPOST EQUATION  =92.45                                                                              ",,,,,,,
1,101,"MEN"," ",100.32,"BEGIN FREEWAY  =R100.32                                                                                       ",,,,,,,
1,101,"MEN","R",101.9,"JCT. RTE. 271 NORTH; REYNOLDS                                                                                 ",960,8200,5800,1000,8100,5700,
1,101,"MEN","R",103.82,"JCT. RTE. 271; PIERCY                                                                                         ",1000,8100,5700,910,8200,5800,
1,101,"MEN","T",106.67,"END FREEWAY                                                                                                   ",,,,,,,
1,101,"MEN","T",106.8,"MENDOCINO COUNTY-HUMBOLDT COUNTY                                                                              ",710,7900,5500,570,7000,4900,
1,101,"HUM","T",0.08,"TEMPORARY JCT. RTE. 271 SOUTH                                                                                 ",570,7000,4900,770,6900,4800,
1,101,"HUM","T",0.27,"MILEPOST EQUATION    =0.31                                                                                    ",,,,,,,
1,101,"HUM"," ",1.61,"RICHARDSON GROVE                                                                                              ",770,6900,4800,880,7000,5100,
1,101,"HUM","R",2.92,"MILEPOST EQUATION  =R5.11                                                                              ",,,,,,,
1,101,"HUM","R",5.61,"BEGIN FREEWAY                                                                                                 ",,,,,,,
1,101,"HUM","R",8.6,"LAKE BENBOW                                                                                                   ",900,7100,5200,930,7800,6000,
1,101,"HUM","R",11.13,"GARBERVILLE, SPROWEL CREEK ROAD                                                                               ",930,7800,6000,580,4950,3800,
1,101,"HUM","R",11.5,"REDWOOD DRIVE                                                                                                 ",580,4950,3800,820,7100,5500,
1,101,"HUM","R",14.31,"DEAN CREEK                                                                                                    ",820,7100,5500,1100,9700,7500,
1,101,"HUM","R",16.84,"MILEPOST EQUATION  =R16.92                                                                                    ",,,,,,,
1,101,"HUM","R",17.91,"JCT. RTE. 254 NORTHEAST                                                                                       ",1100,9700,7500,930,8400,6500,
1,101,"HUM","R",22.44,"FRENCH ROAD                                                                                                   ",930,8400,6500,820,7600,5900,
1,101,"HUM"," ",25.01,"SALMON CREEK ROAD                                                                                             ",820,7600,5900,830,7800,6100,
1,101,"HUM"," ",27.94,"JCT. RTE. 254; MYERS FLAT                                                                                     ",830,7800,6100,840,8000,6300,
1,101,"HUM"," ",33.22,"WEOTT, NEWTON ROAD                                                                                            ",840,8000,6300,540,7200,6000,
1,101,"HUM"," ",35.11,"JCT. RTE. 254 SOUTH                                                                                           ",540,7200,6000,750,7400,5700,
1,101,"HUM"," ",35.7,"SOUTH FORK ROAD                                                                                               ",750,7400,5700,820,8100,6200,
1,101,"HUM","R",39.67,"REDCREST                                                                                                      ",820,8100,6200,870,8700,6500,
1,101,"HUM","R",43.32,"BARKDULL ROAD                                                                                                 ",870,8700,6500,900,9000,6700,
1,101,"HUM","R",45.9,"JCT. RTE. 254   SOUTHWEST, JORDAN ROAD                                                                        ",900,9000,6700,980,10000,7300,
1,101,"HUM","R",48.28,"MILEPOST EQUATION =R48.69                                                                                     ",,,,,,,
1,101,"HUM","R",48.87,"END FREEWAY                                                                                                   ",,,,,,,
1,101,"HUM","R",49.18,"SHIVELY ROAD                                                                                                  ",1050,10700,7800,1050,10500,7600,
1,101,"HUM","R",50.59,"SOUTH SCOTIA ROAD                                                                                             ",780,9600,7600,1050,10800,7800,
1,101,"HUM","R",50.78,"BEGIN FREEWAY                                                                                                 ",,,,,,,
1,101,"HUM"," ",51.7,"MILEPOST EQUATION =R51.49                                                                              ",,,,,,,
1,101,"HUM","R",51.84,"JCT. RTE. 283 NORTHWEST,   NORTH SCOTIA ROAD                                                                  ",1050,10700,7700,1200,12500,9400,
1,101,"HUM","R",52.6,"RIO DELL, DAVIS STREET                                                                                        ",1200,12500,9400,1200,12300,9800,
1,101,"HUM","R",53.38,"RIO DELL, SCENIC WAY                                                                                          ",1200,12300,9800,1500,17000,13600,
1,101,"HUM","R",53.71,"END FREEWAY                                                                                                   ",,,,,,,
1,101,"HUM"," ",57.69,"ALTON, JCT. RTE. 36 EAST                                                                                      ",1250,15200,13600,2000,22300,17800,
1,101,"HUM"," ",58.69,"DRAKE HILL ROAD                                                                                               ",2000,22300,17800,2000,22200,17700,
1,101,"HUM"," ",59.11,"BEGIN FREEWAY                                                                                                 ",,,,,,,
1,101,"HUM"," ",59.5,"FORTUNA, KENMAR ROAD                                                                                          ",1750,19700,15700,1350,14200,12000,
1,101,"HUM"," ",60.49,"12TH STREET                                                                                                   ",1350,14200,12000,1450,15300,12900,
1,101,"HUM"," ",61.53,"FORTUNA OVERHEAD (MAIN STREET)                                                                                ",1450,15300,12900,2300,25000,21000,
1,101,"HUM"," ",62.23,"PALMER BOULEVARD                                                                                              ",2300,25000,21000,2250,24400,20600,
1,101,"HUM"," ",63.1,"FINCH CREEK ROAD                                                                                              ",2250,24400,20600,1800,19300,16500,
1,101,"HUM"," ",64.29,"JCT. RTE. 211, SINGLEY ROAD                                                                                   ",1800,19300,16500,2000,21600,19500,
1,101,"HUM"," ",65.95,"LOLETA DRIVE                                                                                                  ",2000,21600,19500,2050,20300,18800,
1,101,"HUM"," ",68.21,"HOOKTON ROAD                                                                                                  ",2050,20300,18800,2100,20700,19200,
1,101,"HUM"," ",70.61,"FIELDS LANDING                                                                                                ",2100,20700,19200,2650,25000,23500,
1,101,"HUM"," ",72.03,"ORCHARD STREET                                                                                                ",2650,25000,23500,2800,26000,24500,
1,101,"HUM"," ",72.88,"KING SALMON AVENUE                                                                                            ",2800,26000,24500,2650,26500,25000,
1,101,"HUM"," ",73.72,"SPRUCE POINT                                                                                                  ",2650,26500,25000,3500,33000,31000,
1,101,"HUM"," ",74.63,"END FREEWAY                                                                                                   ",,,,,,,
1,101,"HUM"," ",74.77,"HERRICK AVENUE                                                                                                ",3500,33000,31000,2900,32500,30000,
1,101,"HUM"," ",75.91,"EUREKA, MC CULLEN AVENUE                                                                                      ",3000,34000,31000,3600,40000,36000,
1,101,"HUM"," ",76.33,"EUREKA, HARRIS STREET                                                                                         ",4200,44000,42000,3400,36000,35000,
1,101,"HUM"," ",76.65,"EUREKA, HENDERSON STREET                                                                                      ",3400,36000,35000,4250,44000,42000,
1,101,"HUM"," ",77.3,"EUREKA, WABASH AVENUE                                                                                         ",3750,37500,36000,3250,32500,31000,
1,101,"HUM"," ",77.85,"EUREKA, SEVENTH STREET                                                                                        ",4000,40000,38000,4050,38500,37000,
1,101,"HUM"," ",77.91,"EUREKA, SIXTH STREET                                                                                          ",4050,38500,37000,3450,32500,31000,
1,101,"HUM"," ",77.97,"EUREKA, FIFTH STREET                                                                                          ",3450,32500,31000,"      ","       ","       ",
1,101,"HUM"," ",78.03,"C O U P L E T . . NORTHBOUND . . . ONE WAY TRAVEL                                                               ","      ","       ","       ","      ","       ","       ",
1,101,"HUM"," ",78.03,"EUREKA, ON FIFTH STREET AT BROADWAY                                                                           ","      ","       ","       ",1550,15100,14000,
1,101,"HUM"," ",78.56,"EUREKA, ON FIFTH STREET   AT G STREET                                                                         ",1650,17200,16000,2100,22300,20800,
1,101,"HUM"," ",78.68,"EUREKA, ON FIFTH STREET   AT I STREET                                                                         ",1850,19100,18000,1900,20300,18800,
1,101,"HUM"," ",79.13,"EUREKA, ON FIFTH STREET   AT MYRTLE AVENUE                                                                    ",2050,22800,21100,2150,22900,21200,
1,101,"HUM"," ",79.17,"EUREKA, ON FIFTH STREET   AT JCT. RTE. 255 NORTH                                                              ",2150,22900,21200,1700,17200,16100,
1,101,"HUM"," ",79.57,"EUREKA, END NORTHBOUND   COUPLET APPROXIMATELY 1100 FEET  WEST OF EUREKA SLOUGH BRIDGE                 ",1700,17200,16100,"      ","       ","       ",
1,101,"HUM"," ",77.97,"C O U P L E T . . SOUTHBOUND . . . ONE WAY TRAVEL                                                              ","      ","       ","       ","      ","       ","       ",
1,101,"HUM"," ",77.97,"EUREKA, ON BROADWAY   AT FIFTH STREET                                                                         ","      ","       ","       ",2000,19700,18200,
1,101,"HUM"," ",78.03,"EUREKA, ON BROADWAY   AT FOURTH STREET                                                                        ",2000,19700,18200,1900,19700,18200,
1,101,"HUM"," ",78.56,"EUREKA, ON FOURTH STREET   AT G STREET                                                                        ",1350,15400,14400,1700,19700,18400,
1,101,"HUM"," ",78.68,"EUREKA, ON FOURTH STREET   AT I STREET                                                                        ",1800,20600,19400,1750,20300,18900,
1,101,"HUM"," ",79.06,"EUREKA, ON FOURTH STREET   AT MYRTLE AVENUE                                                                   ",1950,22900,21200,1650,19500,17800,
1,101,"HUM"," ",79.17,"EUREKA, ON FOURTH STREET   AT JCT. RTE. 255 NORTH                                                             ",1650,19500,17800,1750,17200,16100,
1,101,"HUM"," ",79.57,"EUREKA, END SOUTHBOUND   COUPLET APPROXIMATELY 1100 FEET  WEST OF EUREKA SLOUGH BRIDGE                 ",1750,17200,16100,"      ","       ","       ",
1,101,"HUM"," ",79.57,"C O U P L E T . . END . . . . BEGIN TWO WAY TRAVEL                                                               ","      ","       ","       ","      ","       ","       ",
1,101,"HUM"," ",79.57,"EUREKA, BEGIN DIVIDED   HIGHWAY FACILITY                                                                      ","      ","       ","       ",4250,37500,35500,
1,101,"HUM"," ",80.26,"EUREKA, COLE/JACOBS AVENUES                                                                                   ",4250,37500,35500,4100,35500,34000,
1,101,"HUM"," ",80.84,"EUREKA, AIRPORT ROAD                                                                                          ",4100,35500,34000,3550,35500,34000,
