"District","Route","County","Prefix","Postmile","Description","Back Peak Hour","Back Peak Month","Back AADT","Ahead Peak Hour","Ahead Peak Month","Ahead AADT",
11,78,"IMP"," ",13.42,"BRAWLEY, THIRD STREET                                                                                         ",1600,19500,17300,2200,27000,24000,
11,78,"IMP"," ",13.71,"BRAWLEY, SIXTH STREET                                                                                         ",1600,19500,17300,1450,17900,15900,
11,78,"IMP"," ",13.8,"BRAWLEY, WEST JCT. RTE.111, EIGHTH/MAIN STREETS                                                            ",1450,17900,15900,1650,20200,17900,
11,78,"IMP"," ",14.04,"BRAWLEY, TENTH STREET                                                                                         ",1650,20200,17900,1250,15700,13900,
11,78,"IMP"," ",14.55,"BRAWLEY, EASTERN AVENUE                                                                                       ",950,11700,10400,820,10100,9000,
11,78,"IMP"," ",15.04,"BRAWLEY, EAST JCT. RTE. 111; BEST ROAD                                                                        ",690,8500,7500,330,3850,3250,
11,78,"IMP"," ",18.65,"WEST JCT. RTE. 115                                                                                            ",330,3850,3250,330,3700,2950,
11,78,"IMP"," ",21.02,"EAST JCT. RTE. 115                                                                                            ",330,3700,2950,270,1850,1600,
11,78,"IMP"," ",41,"GLAMIS                                                                                                        ",320,2200,1900,180,1200,1050,
11,78,"IMP"," ",52.35,"OGILBY ROAD                                                                                                   ",180,1200,1050,280,1900,1650,
11,78,"IMP"," ",80.44,"PALO VERDE, FOURTH/MAIN STREETS                                                                               ",280,1900,1650,190,2350,2050,
11,78,"IMP"," ",80.74,"IMPERIAL-RIVERSIDE COUNTY LINE                                                                                ",190,2350,2050,"      ","       ","       ",
8,78,"RIV"," ",0,"IMPERIAL-RIVERSIDE COUNTY LINE                                                                                ","      ","       ","       ",170,2350,2100,
8,78,"RIV"," ",3.06,"32ND AVENUE/PALO VERDE BOULEVARD                                                                              ",150,2000,1800,150,2000,1800,
8,78,"RIV"," ",6.35,"RANNELLS BOULEVARD/28TH AVENUE                                                                                ",150,2000,1800,95,1300,1200,
8,78,"RIV"," ",9.35,"28TH AVENUE/NEIGHBORS BOULEVARD                                                                               ",95,1300,1200,130,1750,1600,
8,78,"RIV"," ",10.62,"RIPLEY, BROADWAY STREET                                                                                       ",130,1750,1600,220,3050,2800,
8,78,"RIV"," ",16.17,"JCT. RTE. 10                                                                                                  ",220,3050,2800,"      ","       ","       ",
11,79," SD"," ","       ","SAN DIEGO COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
11,79," SD","L",0.04,"JCT. RTE. 8                                                                                                   ","      ","       ","       ",630,5400,5100,
11,79," SD","L",1.3,"DESCANSO, RIVERSIDE DRIVE                                                                                     ",630,5400,5100,420,3650,3450,
11,79," SD","L",2.75,"GUATAY AND PINE VALLEY   HIGHWAY (MILEPOST EQUATION)                                                          ",420,3650,3450,390,3600,2850,
11,79," SD"," ",9.27,"PASO PICACHO CAMP GROUND                                                                                      ",250,2350,1850,260,2400,1900,
11,79," SD"," ",14.44,"SUNRISE HIGHWAY                                                                                               ",260,2400,1900,270,2550,2000,
11,79," SD"," ",20.22,"JULIAN, EAST JCT. RTE. 78                                                                                     ",490,3050,2950,"      ","       ","       ",
11,79," SD"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
11,79," SD"," ",20.23,"SANTA YSABEL, WEST JCT. RTE. 78                                                                               ","      ","       ","       ",410,2850,2650,
11,79," SD"," ",27.37,"JCT. RTE. 76 WEST                                                                                             ",350,2400,2250,440,4800,3550,
11,79," SD"," ",31.7,"SAN FELIPE ROAD                                                                                               ",440,4800,3550,240,2650,1950,
11,79," SD"," ",35.07,"WARNER SPRINGS, LOS TULES ROAD                                                                                ",240,2650,1950,230,2450,1800,
11,79," SD"," ",44.09,"SUNSHINE SUMMIT                                                                                               ",230,2450,1800,200,1750,1700,
11,79," SD"," ",53.04,"SAN DIEGO-RIVERSIDE   COUNTY LINE                                                                             ",200,1750,1700,"      ","       ","       ",
8,79,"RIV"," ",0,"SAN DIEGO-RIVERSIDE   COUNTY LINE                                                                             ","      ","       ","       ",220,2050,1650,
8,79,"RIV"," ",2.27,"AGUANGA, JCT. RTE. 371   EAST, CAHILLA ROAD                                                                   ",220,2050,1650,400,5800,5400,
8,79,"RIV"," ",5.8,"SAGE ROAD                                                                                                     ",400,5800,5400,460,6700,6200,
8,79,"RIV"," ",19.07,"TEMECULA, PALA ROAD                                                                                           ",1350,19200,17800,2200,32000,29500,
8,79,"RIV"," ",19.79,"SOUTH JCT. RTE. 15;   TEMECULA, SOUTH                                                                         ",2200,32000,29500,"      ","       ","       ",
8,79,"RIV"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
8,79,"RIV","R",2.28,"TEMECULA, NORTH JCT. RTE. 15                                                                                  ","      ","       ","       ",2900,34000,32000,
8,79,"RIV","M",7.73,"MILEPOST EQUATION  =R7.88                                                                                     ",,,,,,,
8,79,"RIV","R",16.67,"SIMPSON AVENUE                                                                                                ",950,12100,11000,560,7200,6900,
8,79,"RIV","R",19.16,"HEMET, WEST JCT. RTE. 74                                                                                      ",470,6000,5700,"      ","       ","       ",
8,79,"RIV"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
8,79,"RIV"," ",25.65,"HEMET, EAST JCT. RTE. 74,   FLORIDA AVENUE                                                                    ","      ","       ","       ",1150,15000,14300,
8,79,"RIV"," ",26.4,"MENLO AVENUE                                                                                                  ",1100,14400,13700,1250,13100,12500,
8,79,"RIV"," ",28.17,"SAN JACINTO AVENUE/MAIN STREET                                                                                ",1250,13100,12500,1150,11900,11300,
8,79,"RIV","R",29.19,"CENTRAL AVENUE/STATE STREET                                                                                   ",620,8000,7600,1200,15300,14600,
8,79,"RIV","R",29.64,"MILEPOST EQUATION   =29.81                                                                                    ",,,,,,,
8,79,"RIV"," ",29.88,"RAMONA EXPRESSWAY                                                                                             ",1200,15300,14600,400,4200,3950,
8,79,"RIV"," ",31.32,"SOBOBA ROAD; SAN JACINTO, NORTH                                                                               ",400,4200,3950,440,5000,4800,
8,79,"RIV"," ",33.88,"GILMAN SPRINGS ROAD/   SANDERSON AVENUE                                                                       ",400,4250,4000,1550,16600,15700,
8,79,"RIV"," ",39.19,"CALIFORNIA AVENUE                                                                                             ",1550,16600,15700,1450,16600,15700,
8,79,"RIV"," ",40.45,"BEAUMONT, JCT. RTE. 10,   BEAUMONT AVENUE                                                                     ",1800,20500,19600,"      ","       ","       ",
4,80," SF"," ","       ","SAN FRANCISCO COUNTY                                                                                          ","      ","       ","       ","      ","       ","       ",
4,80," SF"," ",3.95,"SAN FRANCISCO, JCT. RTE. 101  DIVISION STREET; BEGIN FREEWAY                                                  ","      ","       ","       ",14700,173000,164000,
4,80," SF"," ",4.4,"SAN FRANCISCO, 7TH/8TH STREETS                                                                                ",14700,173000,164000,16100,189000,179000,
4,80," SF"," ",4.99,"MILEPOST EQUATION    =5.04                                                                                    ",,,,,,,
4,80," SF"," ",5.45,"SAN FRANCISCO, BRYANT/5TH   STREETS; BAY BRIDGE CONNECTIONS                                                   ",16100,189000,179000,15200,178000,169000,
4,80," SF"," ",5.56,"FIRST/HARRISON STREETS;   BAY BRIDGE CONNECTIONS                                                              ",15200,178000,169000,20800,269000,260000,
4,80," SF"," ",7.72,"TREASURE ISLAND;   YERBA BUENA ISLAND                                                                         ",20800,269000,260000,22300,293000,279000,
4,80," SF"," ",8.85,"SAN FRANCISCO COUNTY                                                                                          ","      ","       ","       ","      ","       ","       ",
4,80,"ALA"," ",0,"ALAMEDA COUNTY (OAKLAND   WEST CITY LIMITS)                                                                   ","      ","       ","       ","      ","       ","       ",
4,80,"ALA"," ",1.99,"OAKLAND, SAN FRANCISCO-   OAKLAND BAY BRIDGE TOLL PLAZA                                                       ",22300,293000,279000,20800,268000,260000,
4,80,"ALA"," ",2.5,"OAKLAND, JCT RTE 880; WEST   GRAND AVENUE; PORT OF OAKLAND                                                    ",20800,268000,260000,18600,238000,226000,
4,80,"ALA"," ",2.8,"OAKLAND, JCT. RTE. 580 EAST                                                                                   ",18600,238000,226000,20300,250000,239000,
4,80,"ALA"," ",3.79,"EMERYVILLE, POWELL STREET                                                                                     ",20300,250000,239000,20300,238000,226000,
4,80,"ALA"," ",4.58,"BERKELEY, JCT. RTE. 13   EAST, ASHBY AVENUE                                                                   ",20300,238000,226000,19900,232000,220000,
4,80,"ALA"," ",5.82,"BERKELEY, UNIVERSITY AVENUE                                                                                   ",19900,232000,220000,19400,227000,215000,
4,80,"ALA"," ",6.62,"BERKELEY, GILMAN STREET                                                                                       ",19400,227000,215000,20600,241000,228000,
4,80,"ALA"," ",7.3,"ALBANY, JCT. RTE. 580,   BUCHANAN STREET                                                                      ",20600,241000,228000,12400,138000,130000,
4,80,"ALA"," ",7.6,"ALBANY, PIERCE STREET                                                                                         ",12400,138000,130000,13200,144000,135000,
4,80,"ALA"," ",8.04,"ALAMEDA COUNTY (ALBANY   NORTH CITY LIMITS)                                                                   ","      ","       ","       ","      ","       ","       ",
4,80," CC"," ",0,"CONTRA COSTA COUNTY (RICHMOND SOUTH CITY LIMITS) RICHMOND, CENTRAL AVENUE                             ",13200,144000,135000,14600,147000,139000,
4,80," CC"," ",1,"RICHMOND, CARLSON BOULEVARD                                                                                   ",14600,147000,139000,15300,154000,145000,
4,80," CC"," ",1.67,"RICHMOND, POTRERO AVENUE                                                                                      ",15300,154000,145000,13800,140000,132000,
4,80," CC"," ",2.04,"RICHMOND, JCT. RTE. 123   SOUTH, CUTTING BOULEVARD                                                            ",13800,140000,132000,16400,166000,156000,
4,80," CC"," ",2.62,"RICHMOND, MAC DONALD AVENUE                                                                                   ",16400,166000,156000,16100,163000,153000,
4,80," CC"," ",2.96,"RICHMOND, SAN PABLO AVENUE                                                                                    ",16100,163000,153000,18000,183000,171000,
4,80," CC"," ",3.41,"RICHMOND, SOLANO AVENUE                                                                                       ",18000,183000,171000,17400,177000,165000,
4,80," CC"," ",3.8,"RICHMOND, MC BRYDE AVENUE                                                                                     ",17400,177000,165000,16300,171000,171000,
4,80," CC"," ",4.34,"SAN PABLO, SAN PABLO DAM ROAD                                                                                 ",16300,171000,171000,12600,168000,156000,
4,80," CC"," ",5.25,"EL PORTAL DRIVE                                                                                               ",12600,168000,156000,11900,168000,157000,
4,80," CC"," ",5.98,"RICHMOND, HILLTOP DRIVE                                                                                       ",11900,168000,157000,11000,154000,146000,
4,80," CC"," ",6.6,"RICHMOND PARKWAY                                                                                              ",11000,154000,146000,11200,162000,151000,
4,80," CC"," ",7.6,"PINOLE, APPIAN WAY                                                                                            ",11200,162000,151000,11400,169000,155000,
4,80," CC"," ",8.51,"PINOLE, PINOLE VALLEY ROAD                                                                                    ",11400,169000,155000,10800,157000,143000,
4,80," CC"," ",10.06,"HERCULES, JCT. RTE. 4 EAST                                                                                    ",10800,157000,143000,12600,125000,115000,
4,80," CC"," ",10.69,"HERCULES, WILLOW AVENUE                                                                                       ",12600,125000,115000,12600,117000,108000,
4,80," CC"," ",12.75,"CUMMINGS SKYWAY                                                                                               ",12600,117000,108000,8200,120000,110000,
4,80," CC"," ",13.49,"CROCKETT                                                                                                      ",8200,120000,110000,8200,119000,109000,
4,80," CC"," ",14.14,"CONTRA COSTA COUNTY                                                                                           ","      ","       ","       ","      ","       ","       ",
4,80,"SOL"," ",0,"SOLANO COUNTY   (CARQUINEZ BRIDGE)          VALLEJO, JCT. RTE. 29 NORTHWEST                                   ",8200,119000,109000,7300,106000,97000,
4,80,"SOL"," ",1.78,"VALLEJO, MAGAZINE STREET                                                                                      ",7300,106000,97000,7700,112000,105000,
4,80,"SOL"," ",2.22,"VALLEJO, JCT. RTE. 780 SOUTHEAST                                                                              ",7700,112000,105000,8800,127000,122000,
4,80,"SOL"," ",2.88,"VALLEJO, GEORGIA STREET                                                                                       ",8800,127000,122000,9100,131000,125000,
4,80,"SOL"," ",3.23,"VALLEJO, SPRINGS ROAD                                                                                         ",9100,131000,125000,8900,129000,123000,
4,80,"SOL"," ",3.49,"VALLEJO, TENNESSEE STREET                                                                                     ",8900,129000,123000,9100,132000,125000,
4,80,"SOL"," ",4.43,"VALLEJO, REDWOOD STREET                                                                                       ",9100,132000,125000,8200,119000,112000,
4,80,"SOL"," ",5.63,"VALLEJO, JCT. RTE. 37 WEST                                                                                    ",8200,119000,112000,6800,96000,90000,
4,80,"SOL"," ",6.81,"SOLANO-NAPA COUNTY LINE                                                                                       ","      ","       ","       ","      ","       ","       ",
4,80,"SOL"," ",8,"NAPA-SOLANO COUNTY LINE                                                                                       ","      ","       ","       ","      ","       ","       ",
4,80,"SOL"," ",8.1,"AMERICAN CANYON ROAD                                                                                          ",6800,96000,90000,7200,98000,92000,
4,80,"SOL","R",11.39,"FAIRFIELD, RED TOP ROAD                                                                                       ",7200,98000,92000,7300,99000,93000,
4,80,"SOL","R",11.98,"FAIRFIELD, JCT. RTE. 12 WEST                                                                                  ",7300,99000,93000,9300,127000,120000,
4,80,"SOL","R",12.22,"MILEPOST EQUATION   =12.20                                                                                    ",,,,,,,
4,80,"SOL"," ",12.84,"FAIRFIELD, JCT. RTE. 680 SOUTH                                                                                ",9300,127000,120000,12400,169000,160000,
4,80,"SOL"," ",13.49,"FAIRFIELD, SUISUN VALLEY ROAD                                                                                 ",12400,169000,160000,13100,177000,169000,
4,80,"SOL"," ",15.82,"FAIRFIELD, EAST JCT. RTE. 12                                                                                  ",13100,177000,169000,11500,156000,149000,
4,80,"SOL"," ",17.92,"FAIRFIELD, TRAVIS BOULEVARD                                                                                   ",11500,156000,149000,12000,163000,156000,
4,80,"SOL"," ",19.18,"FAIRFIELD, AIRBASE PARKWAY                                                                                    ",12000,163000,156000,10100,136000,131000,
4,80,"SOL"," ",20.8,"FAIRFIELD, NORTH TEXAS STREET                                                                                 ",10100,136000,131000,10600,142000,137000,
4,80,"SOL"," ",23.96,"PLEASANT VALLEY                                                                                               ",10600,142000,137000,10600,142000,136000,
4,80,"SOL","R",25.31,"VACAVILLE, ALAMO DRIVE                                                                                        ",10600,142000,136000,10000,133000,127000,
4,80,"SOL","R",26.01,"VACAVILLE, DAVIS STREET                                                                                       ",10000,133000,127000,9700,129000,123000,
4,80,"SOL","R",27.24,"VACAVILLE, MONTE VISTA AVENUE                                                                                 ",9700,129000,123000,9000,118000,113000,
4,80,"SOL","R",28.36,"VACAVILLE, JCT. RTE. 505 NORTH                                                                                ",9000,118000,113000,8600,95000,90000,
4,80,"SOL"," ",35.55,"DIXON AVENUE/GRANT ROAD                                                                                       ",7700,100000,95000,7300,95000,90000,
4,80,"SOL"," ",38.21,"JCT. RTE. 113 SOUTH                                                                                           ",7300,95000,90000,8300,105000,97000,
4,80,"SOL"," ",42.67,"JCT. RTE. 113 NORTH                                                                                           ",8700,107000,98000,10100,125000,111000,
4,80,"SOL","R",44.72,"SOLANO-YOLO COUNTY LINE                                                                                       ",10100,125000,111000,"      ","       ","       ",
3,80,"YOL"," ",0,"SOLANO-YOLO COUNTY LINE                                                                                       ","      ","       ","       ",10100,125000,111000,
3,80,"YOL"," ",0.23,"RICHARDS BOULEVARD (TO DAVIS)                                                                                 ",10100,125000,111000,10400,125000,113000,
3,80,"YOL"," ",0.84,"DAVIS, OLIVE AVENUE   (WESTBOUND OFF RAMP TO DAVIS)                                                           ",10400,125000,113000,10300,127000,116000,
3,80,"YOL"," ",2.68,"DAVIS, MACE BOULEVARD   (COUNTY ROAD 104)                                                                     ",10300,127000,116000,11000,135000,128000,
3,80,"YOL"," ",5.78,"WEBSTER (ROAD 32/CHILES ROAD)                                                                                 ",11000,135000,128000,11000,142000,128000,
3,80,"YOL"," ",9.18,"WEST SACRAMENTO, ENTER=   PRISE BOULEVARD/WEST CAPITOL AVENUE                                                 ",11000,142000,128000,12000,145000,132000,
3,80,"YOL","R",9.91,"WEST SACRAMENTO, JCT. RTE. 50                                                                                 ",12000,145000,132000,4800,56000,50000,
3,80,"YOL","R",11.23,"WEST SACRAMENTO,   JCT. RTE. 84 EAST                                                                          ",4800,56000,50000,6700,70000,65000,
3,80,"YOL","R",11.72,"YOLO COUNTY                                                                                                   ","      ","       ","       ","      ","       ","       ",
3,80,"SAC","M",0,"SACRAMENTO COUNTY WEST EL CAMINO AVENUE                                                                       ",6700,70000,65000,6200,74000,60000,
3,80,"SAC","M",2.55,"SACRAMENTO, JCT. RTE. 5                                                                                       ",6200,74000,60000,10000,131000,126000,
3,80,"SAC","M",4.98,"SACRAMENTO, NORTHGATE   BOULEVARD                                                                             ",10000,131000,126000,10700,116000,104000,
3,80,"SAC","M",6.12,"SACRAMENTO, NORWOOD AVENUE                                                                                    ",10700,116000,104000,12100,121000,111000,
3,80,"SAC","M",7.63,"SACRAMENTO, RALEY BOULEVARD                                                                                   ",12100,121000,111000,10000,109000,103000,
3,80,"SAC","M",8.67,"SACRAMENTO, WINTERS STREET                                                                                    ",10000,109000,103000,10900,113000,104000,
3,80,"SAC","M",9.4,"SACRAMENTO, LONGVIEW DRIVE                                                                                    ",10900,113000,104000,11100,121000,115000,
3,80,"SAC","M",10.36,"WATT AVENUE                                                                                                   ",11100,121000,115000,11700,112000,105000,
3,80,"SAC","M",10.38,"MILEPOST EQUATION  =R10.66                                                                                    ",,,,,,,
3,80,"SAC","R",10.99,"JCT. RTE. 51                                                                                                  ",11700,112000,105000,23100,221000,215000,
3,80,"SAC","R",11.11,"JCT. RTE. 244 EAST                                                                                            ","      ","       ","       ","      ","       ","       ",
3,80,"SAC","R",11.55,"MILEPOST EQUATION  =11.68                                                                              ",,,,,,,
3,80,"SAC"," ",12.48,"MADISON AVENUE                                                                                                ",21000,229000,222000,18700,190000,185000,
3,80,"SAC"," ",14.45,"GREENBACK LANE/ELKHORN   BOULEVARD                                                                            ",18700,190000,185000,16400,160000,152000,
3,80,"SAC"," ",16.69,"ANTELOPE ROAD                                                                                                 ",16400,160000,152000,13500,165000,158000,
3,80,"SAC"," ",18,"SACRAMENTO COUNTY                                                                                             ","      ","       ","       ","      ","       ","       ",
3,80,"PLA"," ",0,"PLACER COUNTY (ROSEVILLE   SOUTH CITY LIMITS)                                                                 ","      ","       ","       ","      ","       ","       ",
3,80,"PLA"," ",0.27,"ROSEVILLE, RIVERSIDE   DRIVE/AUBURN BOULEVARD                                                                 ",13300,166000,145000,12200,151000,138000,
3,80,"PLA"," ",1.98,"ROSEVILLE, DOUGLAS BOULEVARD                                                                                  ",12200,151000,138000,12600,150000,138000,
3,80,"PLA"," ",3.07,"ROSEVILLE, EAST ROSEVILLE   (ATLANTIC STREET)                                                                 ",12600,150000,138000,13100,160000,146000,
3,80,"PLA"," ",3.66,"ROSEVILLE, TAYLOR ROAD                                                                                        ",13100,160000,146000,10600,130000,116000,
3,80,"PLA"," ",4.16,"ROSEVILLE, JCT. RTE. 65                                                                                       ",10600,130000,116000,8800,104000,96000,
3,80,"PLA"," ",6.06,"ROCKLIN, ROCKLIN ROAD -                                                                                       ",8800,104000,96000,8500,100000,93000,
3,80,"PLA"," ",7.42,"ROCKLIN, SIERRA COLLEGE BOULEVARD                                                                             ",8500,100000,93000,8100,97000,87000,
3,80,"PLA"," ",8.72,"LOOMIS, HORSESHOE BAR ROAD                                                                                    ",8100,97000,87000,8000,90000,86000,
3,80,"PLA"," ",10.35,"PENRYN ROAD                                                                                                   ",8000,90000,86000,8000,88000,85000,
3,80,"PLA"," ",13.81,"NEWCASTLE ROAD                                                                                                ",8000,88000,85000,7700,86000,81000,
3,80,"PLA"," ",14.3,"NEWCASTLE, JCT. RTE. 193 WEST                                                                                 ",7700,86000,81000,7700,88000,78000,
3,80,"PLA"," ",16.85,"AUBURN, AUBURN RAVINE/   OPHIR ROADS                                                                          ",7700,88000,78000,7200,86000,77000,
3,80,"PLA"," ",17.29,"AUBURN, NEVADA STREET                                                                                         ",7200,86000,77000,6900,82000,67000,
3,80,"PLA"," ",17.54,"AUBURN, JCT. RTE. 49                                                                                          ",6900,82000,67000,6200,70000,61000,
3,80,"PLA"," ",17.83,"AUBURN, ELM AVENUE                                                                                            ",6200,70000,61000,5600,70000,59000,
3,80,"PLA","R",18.94,"LINCOLN WAY                                                                                                   ",5600,70000,59000,5200,59000,52000,
3,80,"PLA","R",19.47,"AUBURN RAVINE/AUBURN-   FORESTHILL ROADS                                                                      ",5200,59000,52000,5400,64000,53000,
3,80,"PLA","R",20.13,"BOWMAN                                                                                                        ",5400,64000,53000,5800,66000,52000,
3,80,"PLA","R",21.13,"HAINES/BELL ROADS                                                                                             ",5800,66000,52000,5400,57000,48000,
3,80,"PLA","R",22.21,"DRY CREEK ROAD                                                                                                ",5400,57000,48000,4050,39500,36000,
3,80,"PLA","R",23.43,"CLIPPER GAP/PLACER HILLS ROADS                                                                                ",4050,39500,36000,4300,41500,38000,
3,80,"PLA","R",23.61,"MILEPOST EQUATION   =23.68                                                                                    ",,,,,,,
3,80,"PLA","R",26.21,"APPLEGATE/CROTHER ROADS                                                                                       ",4300,41500,38000,4750,47000,37500,
3,80,"PLA","R",26.98,"MILEPOST EQUATION   =26.92                                                                                    ",,,,,,,
3,80,"PLA"," ",27.39,"HEATHER GLEN                                                                                                  ",4750,47000,37500,4450,41500,37000,
3,80,"PLA"," ",28.59,"WEIMAR ROAD                                                                                                   ",4450,41500,37000,4350,41000,36000,
3,80,"PLA"," ",29.32,"WEIMAR CROSSROAD                                                                                              ",4350,41000,36000,4300,40500,36000,
3,80,"PLA"," ",31.79,"ILLINOISTOWN                                                                                                  ",4300,40500,36000,4300,40000,35000,
3,80,"PLA"," ",33.13,"COLFAX, JCT. RTE. 174 NORTH                                                                                   ",4300,40000,35000,3800,36000,31500,
3,80,"PLA"," ",37.78,"MAGRA ROAD                                                                                                    ",3800,36000,31500,3950,35000,30000,
3,80,"PLA"," ",38.35,"ALPINE                                                                                                        ",3950,35000,30000,3900,36000,29000,
3,80,"PLA"," ",41.37,"GOLD RUN                                                                                                      ",3900,36000,29000,3800,32500,28000,
3,80,"PLA"," ",41.75,"GOLD RUN SAFETY ROADSIDE   REST AREA (ELEV. 3080 FEET                                                         ","      ","       ","       ","      ","       ","       ",
3,80,"PLA"," ",42.19,"SAWMILL (TO GOLD RUN)                                                                                         ",3800,32500,28000,3700,31500,27000,
3,80,"PLA"," ",43.17,"MONTE VISTA                                                                                                   ",3700,31500,27000,2600,27500,22200,
3,80,"PLA"," ",44.75,"ALTA ROAD                                                                                                     ",2600,27500,22200,2750,27500,22700,
3,80,"PLA"," ",46.31,"CRYSTAL SPRINGS ROAD                                                                                          ",2750,27500,22700,2950,27500,22700,
3,80,"PLA"," ",46.94,"BAXTER                                                                                                        ",2950,27500,22700,2950,27500,21800,
3,80,"PLA"," ",49,"DRUM FOREBAY ROAD                                                                                             ",2950,27500,21800,2950,27000,21800,
3,80,"PLA"," ",53.36,"BLUE CANYON ROAD                                                                                              ",2950,27000,21800,3550,27000,21800,
3,80,"PLA"," ",54.81,"PUTTS LAKE                                                                                                    ",3550,27000,21800,3600,28500,22300,
3,80,"PLA","R",56.06,"CARPENTER FLAT                                                                                                ",3600,28500,22300,3500,28500,22300,
3,80,"PLA","R",58.71,"NEVADA COUNTY LINE                                                                                            ","      ","       ","       ","      ","       ","       ",
3,80,"PLA","R",58.84,"YUBA GAP                                                                                                      ",3500,27500,22300,3500,27000,22700,
3,80,"PLA","R",59.54,"JCT. RTE. 20 WEST                                                                                             ",3500,27000,22700,4100,28500,24000,
3,80,"PLA","R",62.03,"CARYLE ROAD, INDIAN SPRINGS                                                                                   ",4100,28500,24000,4200,28500,24000,
3,80,"PLA","R",62.75,"PLACER COUNTY LINE                                                                                            ","      ","       ","       ","      ","       ","       ",
3,80,"PLA","R",63.52,"CISCO GROVE                                                                                                   ",4900,36000,30000,4750,35000,29000,
3,80,"PLA","R",66.2,"HAMPSHIRE ROCKS                                                                                               ",4750,35000,29000,5400,35000,28000,
3,80,"PLA","R",66.92,"MILEPOST EQUATION   =66.91                                                                                    ",,,,,,,
3,80,"PLA"," ",69.23,"KINGVALE                                                                                                      ",5400,35000,28000,5600,34000,27500,
3,80,"PLA"," ",69.77,"PLACER COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
3,80,"NEV"," ",0,"NEVADA COUNTY SODA SPRINGS                                                                                    ",4450,32000,26000,4600,32000,26000,
3,80,"NEV","R",5.07,"CASTLE PEAK                                                                                                   ",4600,32000,26000,5700,33000,27500,
3,80,"NEV","R",5.52,"DONNER SUMMIT SAFETY   ROADSIDE REST AREAS         (SUMMIT, ELEV. 7227 FEET)                                  ","      ","       ","       ","      ","       ","       ",
3,80,"NEV","R",9.07,"DONNER LAKE                                                                                                   ",5800,33000,28000,4900,32500,29500,
3,80,"NEV"," ",13.21,"TRUCKEE, DONNER PARK                                                                                          ",5700,38000,29000,5500,34500,31000,
3,80,"NEV"," ",14.16,"TRUCKEE, JCT. RTE. 89 SOUTH                                                                                   ",6500,37000,31000,4150,40500,32000,
3,80,"NEV"," ",14.97,"WEST TRUCKEE                                                                                                  ",4150,40500,32000,2800,50000,30000,
3,80,"NEV"," ",16.29,"JCT. RTE. 89 NORTH, JCT.   RTE. 267 SOUTH; TRUCKEE, EAST                                                      ",2800,50000,30000,4200,44500,29500,
3,80,"NEV"," ",18.28,"TRUCKEE, POLARIS;   TRUCKEE AIRPORT ROAD                                                                      ",4200,44500,29500,3050,39000,26000,
3,80,"NEV"," ",22.41,"HIRSCHDALE ROAD OVERHEAD (BOCA)                                                                               ",3050,39000,26000,3900,43000,30500,
3,80,"NEV"," ",27.29,"TRUCKEE RIVER (FLORISTON)                                                                                     ",3900,43000,30500,3600,40500,30500,
3,80,"NEV"," ",29.49,"FARAD                                                                                                         ",3600,40500,30500,3650,41500,31000,
3,80,"NEV"," ",31.78,"NEVADA COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
3,80,"SIE"," ",0,"SIERRA COUNTY NEVADA STATE LINE                                                                               ",3850,41500,31000,"      ","       ","       ",
4,82,"SCL"," ","       ","SANTA CLARA COUNTY                                                                                            ","      ","       ","       ","      ","       ","       ",
4,82,"SCL","R",0,"SAN JOSE, JCT. RTE. 101                                                                                       ","      ","       ","       ",4300,56000,54000,
4,82,"SCL","R",0.36,"SAN JOSE, BLOSSOM HILL ROAD                                                                                   ",4300,56000,54000,1900,24800,23600,
4,82,"SCL","R",0.38,"MILEPOST EQUATION   =0.35                                                                              ",,,,,,,
4,82,"SCL"," ",2.81,"SAN JOSE, CAPITOL EXPRESSWAY                                                                                  ",3100,31000,29500,3100,32000,30000,
4,82,"SCL"," ",4.68,"SAN JOSE, TULLY/PETTIS ROADS                                                                                  ",3400,33500,31500,3100,32500,30500,
4,82,"SCL"," ",6.06,"SAN JOSE, ALMA AVENUE                                                                                         ",3100,30500,29000,3100,33000,31000,
4,82,"SCL"," ",6.9,"SAN JOSE, JCT. RTE. 280                                                                                       ",3100,30500,29000,3100,30500,29000,
4,82,"SCL","R",7.31,"SAN JOSE, SOUTH MARKET/   SAN CARLOS STREETS                                                                  ",1800,18900,17800,1950,20500,19300,
4,82,"SCL","R",7.72,"SAN JOSE, JCT. RTE. 87                                                                                        ",1950,20500,19300,1700,18100,17100,
4,82,"SCL","R",8.08,"SAN JOSE, MONTGOMERY STREET                                                                                   ",1700,18100,17100,1700,16500,15600,
4,82,"SCL","R",8.22,"SAN JOSE, PARK AVENUE/   AUTUMN AND MONTGOMERY STREETS                                                        ",1700,16500,15600,"      ","       ","       ",
4,82,"SCL","R",8.22,"C O U P L E T . . NORTHBOUND . . . ONE WAY TRAVEL                                                               ","      ","       ","       ","      ","       ","       ",
4,82,"SCL","R",8.22,"SAN JOSE, ON AUTUMN STREET   AT PARK AVENUE                                                                   ","      ","       ","       ",760,7600,7200,
