"Date","Time","# Fog Days","Station Type","Maintenance Indicator","Sky Conditions","Visibility","Weather Type","Dry Bulb Temp (F)","Dew Point Temp. (F)","Wet Bulb Temp (F)","% Rel Humidity","Wind Speed (KT)","Wind Dir.","Wind Char. Gusts (KT)","Val. For Wind Char.","Station Pressure","Pressure Tendency","Sea Level Pressure","Report Type","Precipitation total"
"28","2055",,"AO22","-","OVC042","10SM","-","39","36","37.80001953125","89","8","250","-","0","30.03001953125","-","179","AA","-"
"28","2155",,"AO22","-","SCT024 BKN029 OVC048","10SM","-","39","35.10001953125","37.40001953125","86","9","270","-","0","30.04001953125","1","182","AA","-"
"28","2214",,"AO22","-","SCT023 OVC039","10SM","-SN","-","-","-","-","9","260","-","0","-","-","-","SP","-"
"28","2255",,"AO22","-","SCT030 OVC038","10SM","-SN","37.90001953125","37","37.60001953125","97","10","250","-","0","30.04001953125","-","182","AA","0.0100000095367432"
"28","2312",,"AO22","-","SCT008 OVC033","9SM","-SN","-","-","-","-","9","250","-","0","-","-","-","SP","-"
"28","2355",,"AO22","-","FEW010 BKN039 OVC050","9SM","-RA","37.90001953125","36","37","93","6","280","-","0","30.04001953125","-","183","AA","T"
"29","37",,"AO20","-","BKN011 BKN016 OVC033","8SM","-","-","-","-","-","5","310","-","0","-","-","-","SP","-"
"29","55",,"AO20","-","SCT013 SCT029 OVC037","7SM","-","37.90001953125","37","37.60001953125","97","3","300","-","0","30.04001953125","1","183","AA","0.0100000095367432"
"29","117",,"AO20","-","SCT011 BKN022 OVC037","7SM","-RA","-","-","-","-","6","310","-","0","-","-","-","SP","-"
"29","155",,"AO20","-","BKN012 OVC022","7SM","-RA","37","36","36.5","96","5","340","-","0","30.05001953125","-","187","AA","0.0100000095367432"
"29","245",,"AO20","-","SCT012 BKN027 OVC048","6SM","BR","-","-","-","-","7","340","-","0","-","-","-","SP","-"
"29","255",,"AO20","-","FEW012 BKN027 OVC050","6SM","UP BR","37","36","36.5","96","6","330","-","0","30.06001953125","-","188","AA","0.0100000095367432"
"29","338",,"AO20","-","SCT008 BKN012 OVC028","6SM","BR","-","-","-","-","5","330","-","0","-","-","-","SP","-"
"29","347",,"AO20","-","BKN008 OVC028","6SM","BR","-","-","-","-","6","320","-","0","-","-","-","SP","-"
"29","355",,"AO20","-","SCT008 BKN028 OVC080","7SM","-","37","35.10001953125","36.10001953125","93","7","310","-","0","30.05001953125","0","187","AA","T"
"29","411",,"AO20","-","SCT029 OVC075","8SM","-","-","-","-","-","5","330","-","0","-","-","-","SP","-"
"29","455",,"AO20","-","OVC038","8SM","-","36","34","35.20001953125","93","6","330","-","0","30.06001953125","-","190","AA","-"
"29","555",,"AO20","-","FEW055","7SM","-","34","32","33.30001953125","92","8","320","-","0","30.08001953125","-","195","AA","-"
"29","655",,"AO20","-","CLR","6SM","BR","33.10001953125","32","32.70001953125","96","7","320","-","0","30.09001953125","3","199","AA","-"
"29","702",,"AO20","-","BKN008","5SM","BR","-","-","-","-","7","330","-","0","-","-","-","SP","-"
"29","755",,"AO20","-","OVC005","3SM","BR","33.10001953125","33.10001953125","33.10001953125","100","9","320","-","0","30.11001953125","-","204","AA","T"
"29","855",,"AO20","-","OVC005","4SM","BR","35.10001953125","34","34.70001953125","96","8","330","-","0","30.13001953125","-","212","AA","-"
"29","955",,"AO20","-","OVC005","5SM","BR","35.10001953125","33.10001953125","34.30001953125","93","9","320","-","0","30.14001953125","1","217","AA","-"
"29","1055",,"AO21","-","OVC009","7SM","-","37","34","35.80001953125","89","7","320","-","0","30.15001953125","-","220","AA","-"
"29","1139",,"AO21","-","BKN011 OVC015","9SM","-","-","-","-","-","9","300","-","0","-","-","-","SP","-"
"29","1155",,"AO21","-","OVC011","8SM","-","39","36","37.80001953125","89","9","290","-","0","30.14001953125","-","215","AA","-"
"29","1244",,"AO21","-","SCT011","10SM","-","-","-","-","-","12","290","-","0","-","-","-","SP","-"
"29","1255",,"AO21","-","BKN013","10SM","-","42.1000390625","36","39.40001953125","79","12","290","-","0","30.12001953125","8","208","AA","-"
"29","1355",,"AO21","-","FEW013","10SM","-","44.1000390625","35.10001953125","40.10001953125","71","10","320","-","0","30.10001953125","-","201","AA","-"
"29","1455",,"AO21","-","CLR","10SM","-","46","32","40.10001953125","58","13","320","-","0","30.09001953125","-","200","AA","-"
"29","1555",,"AO21","-","CLR","10SM","-","46","33.10001953125","40.5","61","14","340","-","0","30.10001953125","5","201","AA","-"
"29","1655",,"AO21","-","CLR","10SM","-","46","30","39.40001953125","54","15","320","-","0","30.10001953125","-","203","AA","-"
"29","1755",,"AO21","-","CLR","10SM","-","42.1000390625","30.90001953125","37.60001953125","65","8","320","-","0","30.11001953125","-","207","AA","-"
"29","1855",,"AO21","-","CLR","10SM","-","41","30.90001953125","36.90001953125","67","7","320","-","0","30.13001953125","3","211","AA","-"
"29","1955",,"AO21","-","CLR","10SM","-","39","30","35.40001953125","70","8","310","-","0","30.14001953125","-","215","AA","-"
"29","2055",,"AO22","-","CLR","10SM","-","35.10001953125","30","33.10001953125","82","8","290","-","0","30.14001953125","-","216","AA","-"
"29","2155",,"AO22","-","CLR","10SM","-","33.10001953125","28","31.30001953125","82","6","280","-","0","30.15001953125","1","219","AA","-"
"29","2255",,"AO22","-","CLR","10SM","-","32","27","30.20001953125","82","5","300","-","0","30.16001953125","-","222","AA","-"
"29","2355",,"AO22","-","CLR","10SM","-","32","25","29.5","75","3","280","-","0","30.16001953125","-","221","AA","-"
"30","55",,"AO20","-","CLR","10SM","-","32","25","29.5","75","7","310","-","0","30.16001953125","1","223","AA","-"
"30","155",,"AO20","-","CLR","10SM","-","33.10001953125","23","29.5","67","6","320","-","0","30.17001953125","-","227","AA","-"
"30","255",,"AO20","-","CLR","10SM","-","32","21.90001953125","28.60001953125","66","3","350","-","0","30.20001953125","-","235","AA","-"
"30","355",,"AO20","-","CLR","10SM","-","28.90001953125","24.10001953125","27.30001953125","82","5","340","-","0","30.20001953125","1","235","AA","-"
"30","455",,"AO20","-","CLR","10SM","-","28","23","26.40001953125","81","4","290","-","0","30.21001953125","-","239","AA","-"
"30","555",,"AO20","-","CLR","10SM","-","27","24.10001953125","26.10001953125","89","0","0","-","0","30.22001953125","-","244","AA","-"
"30","655",,"AO20","-","CLR","10SM","-","27","24.10001953125","26.10001953125","89","0","0","-","0","30.24001953125","3","249","AA","-"
"30","755",,"AO20","-","CLR","10SM","-","28","25","27","88","0","0","-","0","30.24001953125","-","250","AA","-"
"30","855",,"AO20","-","CLR","10SM","-","35.10001953125","28.90001953125","32.70001953125","78","3","300","-","0","30.25","-","254","AA","-"
"30","955",,"AO20","-","CLR","10SM","-","39","28.90001953125","35.10001953125","67","4","290","-","0","30.27001953125","3","261","AA","-"
"30","1055",,"AO21","-","CLR","10SM","-","42.1000390625","25","35.60001953125","51","6","280","-","0","30.27001953125","-","261","AA","-"
"30","1155",,"AO21","-","CLR","10SM","-","45","26.10001953125","37.60001953125","48","6","VRB","-","0","30.27001953125","-","259","AA","-"
"30","1255",,"AO21","-","CLR","10SM","-","46","26.10001953125","38.10001953125","46","3","VRB","-","0","30.25","8","252","AA","-"
"30","1355",,"AO21","-","CLR","10SM","-","48","21.90001953125","37.90001953125","36","6","360","-","0","30.23001953125","-","247","AA","-"
"30","1455",,"AO21","-","CLR","10SM","-","48.9000390625","21.90001953125","38.5","35","7","360","-","0","30.23001953125","-","245","AA","-"
"30","1555",,"AO21","-","CLR","10SM","-","48","23","38.30001953125","37","3","340","-","0","30.23001953125","5","247","AA","-"
"30","1655",,"AO21","-","CLR","10SM","-","46.9000390625","26.10001953125","38.70001953125","44","4","20","-","0","30.24001953125","-","248","AA","-"
"30","1755",,"AO21","-","CLR","10SM","-","43","24.10001953125","35.80001953125","47","3","50","-","0","30.24001953125","-","250","AA","-"
"30","1855",,"AO21","-","CLR","10SM","-","39.90001953125","27","34.90001953125","60","4","120","-","0","30.24001953125","1","251","AA","-"
"30","1955",,"AO21","-","CLR","10SM","-","35.10001953125","27","32","72","0","0","-","0","30.25","-","254","AA","-"
"30","2055",,"AO22","-","CLR","10SM","-","37","28","33.60001953125","70","3","160","-","0","30.27001953125","-","260","AA","-"
"30","2155",,"AO22","-","CLR","10SM","-","34","27","31.5","76","4","100","-","0","30.29001953125","3","267","AA","-"
"30","2255",,"AO22","-","CLR","8SM","-","32","27","30.20001953125","82","6","110","-","0","30.30001953125","-","269","AA","-"
"30","2355",,"AO22","-","CLR","5SM","BR","30","27","28.90001953125","88","4","120","-","0","30.31001953125","-","273","AA","-"
"31","55",,"AO20","-","CLR","5SM","BR","30","28","29.30001953125","92","4","150","-","0","30.31001953125","1","275","AA","-"
"31","155",,"AO20","-","CLR","5SM","BR","30","28","29.30001953125","92","6","120","-","0","30.31001953125","-","275","AA","-"
"31","255",,"AO20","-","CLR","4SM","BR","28.90001953125","27","28.20001953125","92","6","120","-","0","30.31001953125","-","273","AA","-"
"31","355",,"AO20","-","CLR","4SM","BR","30","28","29.30001953125","92","7","130","-","0","30.31001953125","5","273","AA","-"
"31","455",,"AO20","-","CLR","4SM","BR","28","26.10001953125","27.30001953125","92","6","130","-","0","30.31001953125","-","274","AA","-"
"31","555",,"AO20","-","CLR","4SM","BR","30","28","29.30001953125","92","6","120","-","0","30.32001953125","-","277","AA","-"
"31","655",,"AO20","-","CLR","4SM","BR","28.90001953125","27","28.20001953125","92","5","130","-","0","30.34001953125","3","283","AA","-"
"31","755",,"AO20","-","CLR","3SM","BR","30.90001953125","28","29.80001953125","89","4","120","-","0","30.35001953125","-","288","AA","-"
"31","855",,"AO20","-","CLR","4SM","BR","36","32","34.30001953125","86","8","130","-","0","30.37001953125","-","293","AA","-"
"31","955",,"AO20","-","CLR","5SM","HZ","41","34","38.10001953125","76","7","140","-","0","30.38001953125","1","296","AA","-"
"31","1055",,"AO21","-","CLR","6SM","HZ","46","33.10001953125","40.5","61","6","170","-","0","30.39001953125","-","299","AA","-"
"31","1155",,"AO21","-","CLR","7SM","-","48","32","41.2000390625","54","5","170","-","0","30.38001953125","-","296","AA","-"
"31","1255",,"AO21","-","CLR","7SM","-","50","32","42.3000390625","50","4","110","-","0","30.35001953125","8","288","AA","-"
"31","1355",,"AO21","-","CLR","8SM","-","51.1000390625","32","42.8000390625","48","6","180","-","0","30.34001953125","-","282","AA","-"
"31","1455",,"AO21","-","CLR","8SM","-","52","32","43.2000390625","47","3","VRB","-","0","30.33001953125","-","280","AA","-"
"31","1502",,"AO21","-","OVC016","8SM","-","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"31","1555",,"AO21","-","CLR","8SM","-","51.1000390625","30","42.1000390625","45","0","0","-","0","30.33001953125","6","280","AA","-"
"31","1655",,"AO21","-","CLR","8SM","-","50","32","42.3000390625","50","0","0","-","0","30.33001953125","-","279","AA","-"
"31","1755",,"AO21","-","CLR","9SM","-","48","30","40.5","50","0","0","-","0","30.32001953125","-","278","AA","-"
"31","1855",,"AO21","-","CLR","9SM","-","42.1000390625","30.90001953125","37.60001953125","65","0","0","-","0","30.33001953125","5","279","AA","-"
"31","1955",,"AO21","-","CLR","8SM","-","42.1000390625","30","37.20001953125","62","0","0","-","0","30.33001953125","-","279","AA","-"
"31","2055",,"AO22","-","CLR","7SM","-","39.90001953125","30.90001953125","36.30001953125","70","0","0","-","0","30.33001953125","-","279","AA","-"
"31","2155",,"AO22","-","CLR","7SM","-","35.10001953125","30","33.10001953125","82","4","180","-","0","30.33001953125","8","279","AA","-"
"31","2255",,"AO22","-","CLR","6SM","HZ","35.10001953125","30","33.10001953125","82","3","60","-","0","30.33001953125","-","280","AA","-"
"31","2355",,"AO22","-","CLR","5SM","BR","33.10001953125","30","32","89","0","0","-","0","30.33001953125","-","281","AA","-"
"Date","Time","# Fog Days","Station Type","Maintenance Indicator","Sky Conditions","Visibility","Weather Type","Dry Bulb Temp (F)","Dew Point Temp. (F)","Wet Bulb Temp (F)","% Rel Humidity","Wind Speed (KT)","Wind Dir.","Wind Char. Gusts (KT)","Val. For Wind Char.","Station Pressure","Pressure Tendency","Sea Level Pressure","Report Type","Precipitation total"
"1","155","1","AO20","-","BKN001 OVC005","1/4SM","FG","53.1000390625","53.1000390625","53.1000390625","100","4","120","-","0","30.05001953125","-","186","AA","-"
"1","210",,"AO20","-","SCT001 OVC005","1/4SM","FG","-","-","-","-","5","110","-","0","-","-","-","SP","-"
"1","220",,"AO20","-","BKN001 OVC005","1/4SM","FG","-","-","-","-","5","110","-","0","-","-","-","SP","-"
"1","255",,"AO20","-","BKN001 OVC005","1/4SM","FG","53.1000390625","53.1000390625","53.1000390625","100","6","100","-","0","30.03001953125","-","178","AA","-"
"3","17","1","AO20","-","VV001","1/4SM","FG","-","-","-","-","7","300","-","0","-","-","-","SP","-"
"3","55",,"AO20","-","BKN001 OVC005","1/4SM","FG","51.1000390625","51.1000390625","51.1000390625","100","4","280","-","0","30.10001953125","3","203","AA","-"
"3","155",,"AO20","-","VV001","1/4SM","FG","48","48","48","100","0","0","-","0","30.13001953125","-","212","AA","-"
"4","603","1","AO20","-","BKN003 OVC007","1/4SM","FG","-","-","-","-","6","100","-","0","-","-","-","SP","-"
"4","755",,"AO20","-","VV001","1/4SM","FG","42.1000390625","42.1000390625","42.1000390625","100","0","0","-","0","30.27001953125","-","260","AA","-"
"4","804",,"AO20","-","OVC002","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"4","855",,"AO20","-","OVC002","1/4SM","FG","43","43","43","100","4","200","-","0","30.29001953125","-","266","AA","-"
"4","925",,"AO20","-","OVC002","M1/4SM","FG","-","-","-","-","4","200","-","0","-","-","-","SP","-"
"6","2035","1","AO22","-","VV006","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"6","2055",,"AO22","-","OVC006","1/4SM","FG","46","46","46","100","3","300","-","0","30.29001953125","-","267","AA","-"
"6","2236",,"AO22","-","BKN001 OVC006","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"6","2255",,"AO22","-","VV002","1/4SM","FG","46","46","46","100","0","0","-","0","30.31001953125","-","272","AA","-"
"6","2308",,"AO22","-","BKN001 OVC005","M1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"6","2344",,"AO22","-","OVC003","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"6","2355",,"AO22","-","OVC003","1/4SM","FG","45","45","45","100","0","0","-","0","30.30001953125","-","269","AA","-"
"7","55","1","AO20","-","BKN001 OVC005","1/4SM","FG","44.1000390625","44.1000390625","44.1000390625","100","3","250","-","0","30.29001953125","8","268","AA","0.0100000095367432"
"7","155",,"AO20","-","VV001","M1/4SM","FG","46.9000390625","46.9000390625","46.9000390625","100","4","200","-","0","30.29001953125","-","265","AA","-"
"7","255",,"AO20","-","VV001","1/4SM","FG","46","46","46","100","0","0","-","0","30.28001953125","-","261","AA","-"
"7","355",,"AO20","-","VV001","1/4SM","FG","46","46","46","100","0","0","-","0","30.27001953125","6","259","AA","-"
"7","455",,"AO20","-","VV001","1/4SM","FG","46","46","46","100","0","0","-","0","30.25","-","252","AA","-"
"7","555",,"AO20","-","VV001","1/4SM","FG","46","46","46","100","0","0","-","0","30.25","-","253","AA","-"
"7","655",,"AO20","-","VV001","1/4SM","FG","46","46","46","100","0","0","-","0","30.26001953125","5","256","AA","-"
"7","755",,"AO20","-","VV001","M1/4SM","FG","46","46","46","100","3","90","-","0","30.26001953125","-","255","AA","-"
"7","855",,"AO20","-","VV001","M1/4SM","FG","46","46","46","100","0","0","-","0","30.27001953125","-","261","AA","-"
"7","955",,"AO20","-","VV001","M1/4SM","FG","46.9000390625","46.9000390625","46.9000390625","100","0","0","-","0","30.29001953125","3","265","AA","-"
"7","1055",,"AO21","-","VV001","1/4SM","FG","48.9000390625","48","48.4000390625","97","3","280","-","0","30.29001953125","-","267","AA","-"
"7","2102",,"AO22","-","CLR","1/4SM","FG","-","-","-","-","3","310","-","0","-","-","-","SP","-"
"7","2135",,"AO22","-","BKN002","1/4SM","FG","-","-","-","-","4","340","-","0","-","-","-","SP","-"
"7","2145",,"AO22","-","VV001","1/4SM","FG","-","-","-","-","5","300","-","0","-","-","-","SP","-"
"7","2155",,"AO22","-","VV001","1/4SM","FG","46.9000390625","46","46.6000390625","97","0","0","-","0","30.23001953125","3","246","AA","-"
"7","2255",,"AO22","-","VV001","M1/4SM","FG","46.9000390625","46.9000390625","46.9000390625","100","0","0","-","0","30.21001953125","-","238","AA","-"
"7","2355",,"AO22","-","VV001","1/4SM","FG","46","46","46","100","7","250","-","0","30.20001953125","-","235","AA","-"
"8","55","1","AO20","-","VV001","1/4SM","FG","44.1000390625","44.1000390625","44.1000390625","100","3","210","-","0","30.18001953125","6","228","AA","-"
"8","155",,"AO20","-","BKN001 OVC006","1/4SM","FG","43","42.1000390625","42.6000390625","97","3","20","-","0","30.17001953125","-","227","AA","-"
"8","255",,"AO20","-","VV001","1/4SM","FG","45","45","45","100","5","50","-","0","30.18001953125","-","229","AA","-"
"8","355",,"AO20","-","VV001","1/4SM","FG","44.1000390625","44.1000390625","44.1000390625","100","3","30","-","0","30.17001953125","8","226","AA","-"
"8","455",,"AO20","-","BKN001 OVC005","1/4SM","FG","44.1000390625","44.1000390625","44.1000390625","100","4","360","-","0","30.17001953125","-","227","AA","-"
"8","555",,"AO20","-","VV001","1/4SM","FG","43","43","43","100","3","60","-","0","30.17001953125","-","225","AA","0.0100000095367432"
"8","655",,"AO20","-","VV001","1/4SM","FG","42.1000390625","42.1000390625","42.1000390625","100","0","0","-","0","30.17001953125","5","226","AA","-"
"8","755",,"AO20","-","SCT001 BKN030 OVC037","1/4SM","FG","44.1000390625","44.1000390625","44.1000390625","100","3","260","-","0","30.16001953125","-","221","AA","-"
"8","807",,"AO20","-","VV001","1/4SM","FG","-","-","-","-","3","230","-","0","-","-","-","SP","-"
"8","855",,"AO20","-","VV001","1/4SM","FG","45","45","45","100","4","220","-","0","30.15001953125","-","220","AA","-"
"10","255","1","AO20","-","FEW001 BKN021","1/4SM","FG","43","43","43","100","0","0","-","0","30.20001953125","-","235","AA","-"
"10","312",,"AO20","-","BKN001 BKN021","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"10","355",,"AO20","-","BKN001 OVC006","1/4SM","FG","42.1000390625","42.1000390625","42.1000390625","100","3","40","-","0","30.19001953125","0","234","AA","-"
"10","455",,"AO20","-","VV001","1/4SM","FG","44.1000390625","44.1000390625","44.1000390625","100","0","0","-","0","30.18001953125","-","230","AA","-"
"10","555",,"AO20","-","VV001","M1/4SM","FG","44.1000390625","44.1000390625","44.1000390625","100","3","360","-","0","30.21001953125","-","239","AA","0.0100000095367432"
"10","655",,"AO20","-","VV001","M1/4SM","FG","46","46","46","100","0","0","-","0","30.23001953125","3","247","AA","-"
"10","755",,"AO20","-","VV001","1/4SM","FG","46","46","46","100","4","100","-","0","30.24001953125","-","248","AA","-"
"10","855",,"AO20","-","VV001","1/4SM","FG","45","45","45","100","0","0","-","0","30.26001953125","-","258","AA","-"
"10","1706",,"AO21","-","VV001","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"10","1755",,"AO21","-","VV001","M1/4SM","FG","44.1000390625","44.1000390625","44.1000390625","100","0","0","-","0","30.25","-","251","AA","-"
"10","1938",,"AO21","-","VV003","1/4SM","FG","-","-","-","-","4","140","-","0","-","-","-","SP","-"
"10","1955",,"AO21","-","VV001","1/4SM","FG","44.1000390625","43","43.5","96","4","150","-","0","30.25","-","254","AA","-"
"10","2008",,"AO22","-","BKN002","1/4SM","FG","-","-","-","-","3","160","-","0","-","-","-","SP","-"
"10","2037",,"AO22","-","VV001","M1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"10","2055",,"AO22","-","VV001","M1/4SM","FG","42.1000390625","42.1000390625","42.1000390625","100","3","140","-","0","30.26001953125","-","257","AA","-"
"10","2102",,"AO22","-","VV002","1/4SM","FG","-","-","-","-","4","140","-","0","-","-","-","SP","-"
"10","2115",,"AO22","-","VV001","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"10","2155",,"AO22","-","VV001","1/4SM","FG","41","41","41","100","4","140","-","0","30.27001953125","1","261","AA","-"
"10","2255",,"AO22","-","VV001","M1/4SM","FG","41","41","41","100","5","110","-","0","30.29001953125","-","265","AA","0.0100000095367432"
"10","2355",,"AO22","-","VV001","M1/4SM","FG","41","41","41","100","4","110","-","0","30.30001953125","-","271","AA","-"
"11","55","1","AO20","-","VV001","1/4SM","FG","39.90001953125","39.90001953125","39.90001953125","100","0","0","-","0","30.32001953125","3","276","AA","-"
"11","155",,"AO20","-","VV001","1/4SM","FG","42.1000390625","41","41.5","96","0","0","-","0","30.31001953125","-","275","AA","-"
"11","255",,"AO20","-","VV001","1/4SM","FG","43","43","43","100","0","0","-","0","30.31001953125","-","275","AA","-"
"11","355",,"AO20","-","VV001","1/4SM","FG","44.1000390625","44.1000390625","44.1000390625","100","6","140","-","0","30.30001953125","8","271","AA","-"
"11","455",,"AO20","-","VV001","1/4SM","FG","44.1000390625","44.1000390625","44.1000390625","100","4","110","-","0","30.31001953125","-","272","AA","-"
"11","555",,"AO20","-","VV001","1/4SM","FG","43","43","43","100","4","70","-","0","30.32001953125","-","275","AA","-"
"11","655",,"AO20","-","BKN001 OVC005","1/4SM","FG","43","43","43","100","5","60","-","0","30.32001953125","2","277","AA","-"
"11","755",,"AO20","-","VV001","M1/4SM","FG","43","43","43","100","3","110","-","0","30.32001953125","-","277","AA","-"
"11","855",,"AO20","-","VV001","M1/4SM","FG","43","43","43","100","0","0","-","0","30.34001953125","-","283","AA","-"
"11","955",,"AO20","-","VV001","1/4SM","FG","44.1000390625","44.1000390625","44.1000390625","100","0","0","-","0","30.35001953125","3","286","AA","-"
"11","1055",,"AO21","-","VV001","1/4SM","FG","45","45","45","100","4","VRB","-","0","30.34001953125","-","284","AA","-"
"14","2311","1","AO22","-","VV001","1/4SM","FG","-","-","-","-","3","110","-","0","-","-","-","SP","-"
"14","2355",,"AO22","-","BKN001 OVC005","1/4SM","FG","33.10001953125","33.10001953125","33.10001953125","100","4","90","-","0","30.01001953125","-","172","AA","-"
"15","55","1","AO20","-","BKN001 BKN005","1/4SM","FG","33.10001953125","33.10001953125","33.10001953125","100","0","0","-","0","30","0","170","AA","-"
"15","155",,"AO20","-","VV001","M1/4SM","FG","33.10001953125","32","32.70001953125","96","3","130","-","0","30.02001953125","-","174","AA","-"
"15","213",,"AO20","-","VV002","M1/4SM","-SN FG","-","-","-","-","3","130","-","0","-","-","-","SP","-"
"15","223",,"AO20","-","VV001","M1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"15","246",,"AO20","-","SCT001 OVC025","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"15","255",,"AO20","-","SCT001 OVC025","1/4SM","FG","33.10001953125","32","32.70001953125","96","0","0","-","0","30.03001953125","-","179","AA","T"
"15","305",,"AO20","-","BKN003 OVC025","1/4SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"15","312",,"AO20","-","BKN001 BKN005 OVC025","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"15","355",,"AO20","-","FEW001 OVC025","1/4SM","FZFG","30.90001953125","30.90001953125","30.90001953125","100","0","0","-","0","30.03001953125","1","179","AA","-"
"15","445",,"AO20","-","BKN001 BKN005 OVC025","1/4SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"15","455",,"AO20","-","BKN001 BKN005 OVC025","1/4SM","FG","32","32","32","100","0","0","-","0","30.01001953125","-","173","AA","-"
"15","555",,"AO20","-","VV001","1/4SM","FG","32","32","32","100","5","270","-","0","30.01001953125","-","172","AA","T"
"15","655",,"AO20","-","VV001","1/4SM","FG","33.10001953125","33.10001953125","33.10001953125","100","3","310","-","0","30.03001953125","3","180","AA","-"
"15","755",,"AO20","-","VV001","M1/4SM","FG","33.10001953125","33.10001953125","33.10001953125","100","0","0","-","0","30.05001953125","-","185","AA","-"
"15","855",,"AO20","-","VV001","M1/4SM","FG","34","34","34","100","0","0","-","0","30.06001953125","-","189","AA","-"
"19","555","1","AO20","-","VV001","1/4SM","FZFG","30.90001953125","30.90001953125","30.90001953125","100","5","150","-","0","30.18001953125","-","228","AA","-"
"19","624",,"AO20","-","SCT001 BKN007","1/4SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"19","631",,"AO20","-","VV001","1/4SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"19","655",,"AO20","-","VV001","M1/4SM","FZFG","30.90001953125","30.90001953125","30.90001953125","100","3","140","-","0","30.17001953125","6","227","AA","-"
"19","755",,"AO20","-","VV001","M1/4SM","FZFG","30.90001953125","30.90001953125","30.90001953125","100","0","0","-","0","30.18001953125","-","231","AA","T"
"19","855",,"AO20","-","VV001","M1/4SM","FG","32","32","32","100","0","0","-","0","30.19001953125","-","234","AA","T"
"19","955",,"AO20","-","VV002","1/4SM","FG","37","35.10001953125","36.10001953125","93","4","140","-","0","30.19001953125","0","232","AA","-"
"21","143","1","AO20","-","FEW001 SCT005","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"21","155",,"AO20","-","SCT001 BKN005","M1/4SM","FZFG","30.90001953125","30.90001953125","30.90001953125","100","4","140","-","0","30.18001953125","-","228","AA","-"
"21","212",,"AO20","-","BKN001 OVC005","M1/4SM","FG","-","-","-","-","4","110","-","0","-","-","-","SP","-"
"21","234",,"AO20","-","OVC003","M1/4SM","FG","-","-","-","-","6","110","-","0","-","-","-","SP","-"
"21","255",,"AO20","-","OVC003","1/4SM","FG","32","32","32","100","6","130","-","0","30.17001953125","-","228","AA","-"
"21","338",,"AO20","-","OVC005","M1/4SM","FG","-","-","-","-","4","160","-","0","-","-","-","SP","-"
"21","355",,"AO20","-","FEW001 OVC005","1/4SM","FG","32","32","32","100","3","170","-","0","30.17001953125","6","227","AA","T"
"21","416",,"AO20","-","OVC003","1/4SM","FG","-","-","-","-","3","180","-","0","-","-","-","SP","-"
"21","441",,"AO20","-","VV001","M1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"21","455",,"AO20","-","BKN001 OVC016","1/4SM","FG","32","32","32","100","3","120","-","0","30.18001953125","-","228","AA","-"
"21","555",,"AO20","-","VV001","1/4SM","FG","32","32","32","100","7","140","-","0","30.15001953125","-","220","AA","-"
"21","655",,"AO20","-","BKN001 OVC005","1/4SM","FG","33.10001953125","33.10001953125","33.10001953125","100","6","130","-","0","30.15001953125","8","220","AA","-"
"21","755",,"AO20","-","VV001","1/4SM","FG","35.10001953125","35.10001953125","35.10001953125","100","4","130","-","0","30.15001953125","-","220","AA","-"
"21","847",,"AO20","-","OVC001","1/4SM","FG","-","-","-","-","5","130","-","0","-","-","-","SP","-"
"21","855",,"AO20","-","VV001","1/4SM","FG","37","37","37","100","6","140","-","0","30.16001953125","-","223","AA","-"
"26","2255","1","AO22","-","VV001","1/4SM","FG","41","41","41","100","0","0","-","0","29.98001953125","-","161","AA","-"
"26","2355",,"AO22","-","VV001","1/4SM","FG","41","41","41","100","0","0","-","0","29.97001953125","-","160","AA","-"
"27","55","1","AO20","-","VV001","1/4SM","FG","37.90001953125","37.90001953125","37.90001953125","100","0","0","-","0","29.97001953125","8","157","AA","-"
,,"14"
